17,12.254,12.645,0.391,Sound,,17,12.224,12.676,0.452,Sound,,17,12.254,12.672,0.418,Sound,,12.244,12.66433333,0.420333333
18,12.708,13.099,0.391,Sound,,18,12.73,13.085,0.355,Sound,,18,12.722,13.016,0.294,Sound,,12.72,13.06666667,0.346666667
19,13.18,13.617,0.437,Sound,,19,13.172,13.632,0.46,Sound,,19,13.2,13.633,0.433,Sound,,13.184,13.62733333,0.443333333
20,13.675,14.135,0.46,Sound,,20,13.654,14.129,0.475,Sound,,20,13.688,14.141,0.453,Sound,,13.67233333,14.135,0.462666667
21,14.67,15.033,0.363,Sound,,21,14.678,15.015,0.337,Sound,,21,14.664,15.017,0.353,Sound,,14.67066667,15.02166667,0.351
22,15.09,15.482,0.392,Sound,,22,15.073,15.48,0.407,Sound,,22,15.112,15.48,0.368,Sound,,15.09166667,15.48066667,0.389
23,15.631,16,0.369,Sound,,23,15.631,15.999,0.368,Sound,,23,15.63,16.023,0.393,Sound,,15.63066667,16.00733333,0.376666667
24,16.051,16.448,0.397,Sound,,24,16.024,16.456,0.432,Sound,,24,16.043,16.456,0.413,Sound,,16.03933333,16.45333333,0.414
25,16.535,16.949,0.414,Sound,,25,16.538,16.968,0.43,Sound,,25,16.551,16.974,0.423,Sound,,16.54133333,16.96366667,0.422333333
26,17.007,17.427,0.42,Sound,,26,16.995,17.437,0.442,Sound,,26,17.049,17.417,0.368,Sound,,17.017,17.427,0.41
27,17.45,17.996,0.546,Sound,,27,17.465,17.994,0.529,Sound,,27,17.482,18,0.518,Sound,,17.46566667,17.99666667,0.531
28,18.491,18.831,0.34,Sound,,28,18.51,18.863,0.353,Sound,,28,18.518,18.851,0.333,Sound,,18.50633333,18.84833333,0.342
29,18.934,19.4,0.466,Sound,,29,18.925,19.409,0.484,Sound,,29,18.941,19.409,0.468,Sound,,18.93333333,19.406,0.472666667
30,19.441,19.866,0.425,Sound,,30,19.442,19.889,0.447,Sound,,30,19.489,19.872,0.383,Sound,,19.45733333,19.87566667,0.418333333
31,19.901,20.292,0.391,Sound,,31,19.914,20.311,0.397,Sound,,31,19.937,20.305,0.368,Sound,,19.91733333,20.30266667,0.385333333
32,20.384,20.85,0.466,Sound,,32,20.366,20.86,0.494,Sound,,32,20.41,20.853,0.443,Sound,,20.38666667,20.85433333,0.467666667
33,20.908,21.161,0.253,Sound,,33,20.88,21.188,0.308,Sound,,33,20.893,21.206,0.313,Sound,,20.89366667,21.185,0.291333333
34,21.368,21.829,0.461,Sound,,34,21.332,21.866,0.534,Sound,,34,21.401,21.849,0.448,Sound,,21.367,21.848,0.481
35,22.323,22.732,0.409,Sound,,35,22.288,22.763,0.475,Sound,,35,22.342,22.755,0.413,Sound,,22.31766667,22.75,0.432333333
36,22.801,23.077,0.276,Sound,,36,22.79,23.12,0.33,Sound,,36,22.83,23.103,0.273,Sound,,22.807,23.1,0.293
37,23.25,23.716,0.466,Sound,,37,23.245,23.721,0.476,Sound,,37,23.288,23.721,0.433,Sound,,23.261,23.71933333,0.458333333
38,23.779,24.194,0.415,Sound,,38,23.774,24.206,0.432,Sound,,38,23.8,24.204,0.404,Sound,,23.78433333,24.20133333,0.417
39,24.257,24.573,0.316,Sound,,39,24.263,24.598,0.335,Sound,,39,24.264,24.567,0.303,Sound,,24.26133333,24.57933333,0.318
40,24.723,25.149,0.426,Sound,,40,24.725,25.13,0.405,Sound,,40,24.727,25.13,0.403,Sound,,24.725,25.13633333,0.411333333
41,25.149,25.672,0.523,Sound,,41,25.162,25.661,0.499,Sound,,41,25.205,25.673,0.468,Sound,,25.172,25.66866667,0.496666667
42,26.127,26.455,0.328,Sound,,42,26.141,26.474,0.333,Sound,,42,26.141,26.484,0.343,Sound,,26.13633333,26.471,0.334666667
43,26.57,26.99,0.42,Sound,,43,26.58,26.998,0.418,Sound,,43,26.599,26.997,0.398,Sound,,26.583,26.995,0.412
44,27.059,27.571,0.512,Sound,,44,27.028,27.631,0.603,Sound,,44,27.092,27.58,0.488,Sound,,27.05966667,27.594,0.534333333
45,27.98,28.158,0.178,Sound,,45,27.974,28.217,0.243,Sound,,45,27.988,28.167,0.179,Sound,,27.98066667,28.18066667,0.2
46,28.429,28.636,0.207,Sound,,46,28.428,28.709,0.281,Sound,,46,28.456,28.67,0.214,Sound,,28.43766667,28.67166667,0.234
47,28.906,29.349,0.443,Sound,,47,28.92,29.345,0.425,Sound,,47,28.944,29.347,0.403,Sound,,28.92333333,29.347,0.423666667
48,29.885,30.213,0.328,Sound,,48,29.822,30.214,0.392,Sound,,48,29.885,30.223,0.338,Sound,,29.864,30.21666667,0.352666667
49,30.264,30.702,0.438,Sound,,49,30.252,30.696,0.444,Sound,,49,30.243,30.706,0.463,Sound,,30.253,30.70133333,0.448333333
50,30.742,31.127,0.385,Sound,,50,30.771,31.148,0.377,Sound,,50,30.766,31.15,0.384,Sound,,30.75966667,31.14166667,0.382
51,31.196,31.542,0.346,Sound,,51,31.171,31.553,0.382,Sound,,51,31.194,31.553,0.359,Sound,,31.187,31.54933333,0.362333333
52,31.72,32.065,0.345,Sound,,52,31.744,32.075,0.331,Sound,,52,31.732,32.071,0.339,Sound,,31.732,32.07033333,0.338333333
53,32.198,32.606,0.408,Sound,,53,32.219,32.634,0.415,Sound,,53,32.215,32.623,0.408,Sound,,32.21066667,32.621,0.410333333
54,32.675,33.222,0.547,Sound,,54,32.649,33.225,0.576,Sound,,54,32.688,33.236,0.548,Sound,,32.67066667,33.22766667,0.557
