26,16.915,17.401,0.486,Sound,,26,16.908,17.407,0.499,Sound,,26,16.923,17.402,0.479,Sound,,16.91533333,17.40333333,0.488
27,17.401,18.009,0.608,Sound,,27,17.407,18.042,0.635,Sound,,27,17.465,17.997,0.532,Sound,,17.42433333,18.016,0.591666667
28,18.604,19.053,0.449,Sound,,28,18.623,19.068,0.445,Sound,,28,18.623,19.05,0.427,Sound,,18.61666667,19.057,0.440333333
29,19.169,19.667,0.498,Sound,,29,19.209,19.611,0.402,Sound,,29,19.181,19.693,0.512,Sound,,19.18633333,19.657,0.470666667
30,19.667,20.164,0.497,Sound,,30,19.714,20.149,0.435,Sound,,30,19.803,20.15,0.347,Sound,,19.728,20.15433333,0.426333333
31,20.189,20.594,0.405,Sound,,31,20.197,20.615,0.418,Sound,,31,20.212,20.628,0.416,Sound,,20.19933333,20.61233333,0.413
32,20.766,21.251,0.485,Sound,,32,20.724,21.224,0.5,Sound,,32,20.776,21.244,0.468,Sound,,20.75533333,21.23966667,0.484333333
33,21.282,21.528,0.246,Sound,,33,21.256,21.538,0.282,Sound,,33,21.264,21.558,0.294,Sound,,21.26733333,21.54133333,0.274
34,21.859,22.437,0.578,Sound,,34,21.891,22.472,0.581,Sound,,34,21.881,22.445,0.564,Sound,,21.877,22.45133333,0.574333333
35,23.045,23.499,0.454,Sound,,35,22.999,23.477,0.478,Sound,,35,23.034,23.514,0.48,Sound,,23.026,23.49666667,0.470666667
36,23.542,23.849,0.307,Sound,,36,23.525,23.873,0.348,Sound,,36,23.571,23.864,0.293,Sound,,23.546,23.862,0.316
37,24.095,24.592,0.497,Sound,,37,24.09,24.584,0.494,Sound,,37,24.118,24.598,0.48,Sound,,24.101,24.59133333,0.490333333
38,24.635,25.022,0.387,Sound,,38,24.671,25.024,0.353,Sound,,38,24.676,25.033,0.357,Sound,,24.66066667,25.02633333,0.365666667
39,25.176,25.612,0.436,Sound,,39,25.192,25.632,0.44,Sound,,39,25.186,25.607,0.421,Sound,,25.18466667,25.617,0.432333333
40,25.747,26.195,0.448,Sound,,40,25.74,26.213,0.473,Sound,,40,25.744,26.197,0.453,Sound,,25.74366667,26.20166667,0.458
41,26.275,26.815,0.54,Sound,,41,26.251,26.87,0.619,Sound,,41,26.345,26.835,0.49,Sound,,26.29033333,26.84,0.549666667
42,27.356,27.755,0.399,Sound,,42,27.358,27.76,0.402,Sound,,42,27.36,27.786,0.426,Sound,,27.358,27.767,0.409
43,27.866,28.357,0.491,Sound,,43,27.917,28.357,0.44,Sound,,43,27.902,28.376,0.474,Sound,,27.895,28.36333333,0.468333333
44,28.425,29.088,0.663,Sound,,44,28.449,29.085,0.636,Sound,,44,28.465,29.147,0.682,Sound,,28.44633333,29.10666667,0.660333333
45,29.512,29.782,0.27,Sound,,45,29.503,29.812,0.309,Sound,,45,29.517,29.806,0.289,Sound,,29.51066667,29.8,0.289333333
46,30.034,30.322,0.288,Sound,,46,30.024,30.355,0.331,Sound,,46,30.038,30.374,0.336,Sound,,30.032,30.35033333,0.318333333
47,30.586,31.133,0.547,Sound,,47,30.577,31.164,0.587,Sound,,47,30.575,31.155,0.58,Sound,,30.57933333,31.15066667,0.571333333
48,31.667,32.122,0.455,Sound,,48,31.587,32.125,0.538,Sound,,48,31.654,32.101,0.447,Sound,,31.636,32.116,0.48
49,32.152,32.558,0.406,Sound,,49,32.157,32.597,0.44,Sound,,49,32.191,32.558,0.367,Sound,,32.16666667,32.571,0.404333333
50,32.656,33.104,0.448,Sound,,50,32.63,33.107,0.477,Sound,,50,32.685,33.095,0.41,Sound,,32.657,33.102,0.445
51,33.135,33.528,0.393,Sound,,51,33.145,33.558,0.413,Sound,,51,33.179,33.51,0.331,Sound,,33.153,33.532,0.379
52,33.719,34.118,0.399,Sound,,52,33.71,34.101,0.391,Sound,,52,33.71,34.1,0.39,Sound,,33.713,34.10633333,0.393333333
53,34.259,34.701,0.442,Sound,,53,34.242,34.698,0.456,Sound,,53,34.252,34.711,0.459,Sound,,34.251,34.70333333,0.452333333
54,34.744,35.235,0.491,Sound,,54,34.747,35.252,0.505,Sound,,54,34.731,35.258,0.527,Sound,,34.74066667,35.24833333,0.507666667
